*Scheduled	Actual
07/07/1980 3:35 PM	07/07/1980 4:15 PM
07/07/1980 3:40 PM	07/07/1980 3:40 PM
07/07/1980 4:00 PM	07/07/1980 4:20 PM
07/07/1980 4:00 PM	07/07/1980 4:20 PM
07/07/1980 4:03 PM	07/07/1980 4:03 PM
07/07/1980 4:05 PM	07/07/1980 4:05 PM
07/07/1980 4:40 PM	07/07/1980 4:40 PM
07/07/1980 4:42 PM	07/07/1980 4:42 PM
07/07/1980 5:00 PM	07/07/1980 5:00 PM
07/07/1980 5:00 PM	07/07/1980 5:00 PM
07/07/1980 5:10 PM	07/07/1980 5:11 PM
07/07/1980 5:39 PM	07/07/1980 5:39 PM
07/07/1980 5:42 PM	07/07/1980 7:16 PM
07/07/1980 5:47 PM	07/07/1980 5:48 PM
07/07/1980 6:00 PM	07/07/1980 6:00 PM
07/07/1980 6:00 PM	07/07/1980 6:12 PM
07/07/1980 6:25 PM	07/07/1980 6:25 PM
07/07/1980 6:35 PM	07/07/1980 6:35 PM
07/07/1980 6:45 PM	07/07/1980 7:10 PM
07/07/1980 6:45 PM	07/07/1980 7:27 PM
07/07/1980 7:00 PM	07/07/1980 7:01 PM
07/07/1980 7:00 PM	07/07/1980 7:12 PM
07/07/1980 7:15 PM	07/07/1980 7:15 PM
07/07/1980 7:40 PM	07/07/1980 7:40 PM
07/07/1980 7:50 PM	07/07/1980 7:50 PM
07/07/1980 8:00 PM	07/07/1980 8:17 PM
07/07/1980 8:55 PM	07/07/1980 8:55 PM
07/07/1980 9:05 PM	07/07/1980 9:05 PM
07/07/1980 9:10 PM	07/07/1980 9:10 PM
07/07/1980 10:05 PM	07/07/1980 10:07 PM
07/07/1980 10:45 PM	07/07/1980 10:45 PM
07/07/1980 11:15 PM	07/07/1980 11:15 PM
07/08/1980 2:40 AM	07/08/1980 3:00 AM
07/08/1980 3:00 AM	07/08/1980 3:00 AM
07/08/1980 4:40 AM	07/08/1980 4:50 AM
07/08/1980 5:30 AM	07/08/1980 5:30 AM
07/08/1980 6:00 AM	07/08/1980 6:01 AM
07/08/1980 6:05 AM	07/08/1980 6:07 AM
07/08/1980 6:10 AM	07/08/1980 6:11 AM
07/08/1980 6:20 AM	07/08/1980 6:22 AM
07/08/1980 6:45 AM	07/08/1980 7:02 AM
07/08/1980 6:55 AM	07/08/1980 6:55 AM
07/08/1980 7:00 AM	07/08/1980 7:00 AM
07/08/1980 7:05 AM	07/08/1980 7:05 AM
07/08/1980 7:15 AM	07/08/1980 7:15 AM
07/08/1980 7:17 AM	07/08/1980 7:17 AM
07/08/1980 7:25 AM	07/08/1980 7:26 AM
07/08/1980 8:00 AM	07/08/1980 8:00 AM
07/08/1980 8:00 AM	07/08/1980 8:03 AM
07/08/1980 8:10 AM	07/08/1980 8:10 AM
07/08/1980 8:15 AM	07/08/1980 8:21 AM
07/08/1980 8:30 AM	07/08/1980 8:33 AM
07/08/1980 9:00 AM	07/08/1980 9:01 AM
07/08/1980 9:30 AM	07/08/1980 9:30 AM
07/08/1980 9:35 AM	07/08/1980 9:41 AM
07/08/1980 10:00 AM	07/08/1980 10:00 AM
07/08/1980 10:03 AM	07/08/1980 10:13 AM
07/08/1980 10:20 AM	07/08/1980 10:20 AM
07/08/1980 10:35 AM	07/08/1980 10:36 AM
07/08/1980 10:52 AM	07/08/1980 10:52 AM
07/08/1980 11:00 AM	07/08/1980 11:00 AM
07/08/1980 11:00 AM	07/08/1980 11:00 AM
07/08/1980 11:02 AM	07/08/1980 11:22 AM
07/08/1980 11:20 AM	07/08/1980 11:21 AM
07/08/1980 11:33 AM	07/08/1980 11:33 AM
07/08/1980 11:35 AM	07/08/1980 11:35 AM
07/08/1980 12:00 PM	07/08/1980 12:00 PM
07/08/1980 12:03 PM	07/08/1980 12:20 PM
07/08/1980 12:05 PM	07/08/1980 12:05 PM
07/08/1980 12:30 PM	07/08/1980 12:32 PM
07/08/1980 12:35 PM	07/08/1980 12:35 PM
07/08/1980 1:00 PM	07/08/1980 1:27 PM
07/08/1980 1:03 PM	07/08/1980 1:05 PM
07/08/1980 1:20 PM	07/08/1980 1:20 PM
07/08/1980 2:00 PM	07/08/1980 2:00 PM
07/08/1980 2:00 PM	07/08/1980 2:00 PM
07/08/1980 2:02 PM	07/08/1980 2:28 PM
07/08/1980 2:11 PM	07/08/1980 2:11 PM
07/08/1980 2:15 PM	07/08/1980 2:15 PM
07/08/1980 2:20 PM	07/08/1980 2:20 PM
07/08/1980 2:44 PM	07/08/1980 2:44 PM
07/08/1980 3:00 PM	07/08/1980 3:03 PM
07/08/1980 3:00 PM	07/08/1980 3:00 PM
07/08/1980 3:05 PM	07/08/1980 3:06 PM
07/08/1980 3:15 PM	07/08/1980 3:51 PM
07/08/1980 3:15 PM	07/08/1980 3:17 PM
07/08/1980 3:30 PM	07/08/1980 3:30 PM
07/08/1980 3:35 PM	07/08/1980 4:06 PM
07/08/1980 3:40 PM	07/08/1980 3:54 PM
07/08/1980 4:00 PM	07/08/1980 4:09 PM
07/08/1980 4:00 PM	07/08/1980 4:05 PM
07/08/1980 4:03 PM	07/08/1980 4:03 PM
07/08/1980 4:05 PM	07/08/1980 4:05 PM
07/08/1980 4:40 PM	07/08/1980 4:41 PM
07/08/1980 4:42 PM	07/08/1980 4:43 PM
07/08/1980 5:00 PM	07/08/1980 5:00 PM
07/08/1980 5:00 PM	07/08/1980 5:04 PM
07/08/1980 5:10 PM	07/08/1980 5:10 PM
07/08/1980 5:39 PM	07/08/1980 5:39 PM
07/08/1980 5:42 PM	07/08/1980 8:40 PM
07/08/1980 5:47 PM	07/08/1980 5:48 PM
07/08/1980 6:00 PM	07/08/1980 6:00 PM
07/08/1980 6:00 PM	07/08/1980 6:08 PM
07/08/1980 6:25 PM	07/08/1980 6:25 PM
07/08/1980 6:35 PM	07/08/1980 6:37 PM
07/08/1980 6:45 PM	07/08/1980 7:02 PM
07/08/1980 6:45 PM	07/08/1980 6:45 PM
07/08/1980 7:00 PM	07/08/1980 7:04 PM
07/08/1980 7:00 PM	07/08/1980 7:10 PM
07/08/1980 7:15 PM	07/08/1980 7:15 PM
07/08/1980 7:40 PM	07/08/1980 7:44 PM
07/08/1980 7:50 PM	07/08/1980 7:50 PM
07/08/1980 8:00 PM	07/08/1980 8:13 PM
07/08/1980 8:55 PM	07/08/1980 8:55 PM
07/08/1980 9:05 PM	07/08/1980 9:16 PM
07/08/1980 9:10 PM	07/08/1980 9:10 PM
07/08/1980 10:05 PM	07/08/1980 10:06 PM
07/08/1980 10:45 PM	07/08/1980 10:45 PM
07/08/1980 11:15 PM	07/08/1980 11:24 PM
07/09/1980 2:40 AM	07/09/1980 2:47 AM
07/09/1980 3:00 AM	07/09/1980 3:04 AM
07/09/1980 4:40 AM	07/09/1980 4:41 AM
07/09/1980 5:30 AM	07/09/1980 5:38 AM
07/09/1980 6:00 AM	07/09/1980 6:01 AM
07/09/1980 6:05 AM	07/09/1980 6:06 AM
07/09/1980 6:10 AM	07/09/1980 6:10 AM
07/09/1980 6:20 AM	07/09/1980 6:22 AM
07/09/1980 6:55 AM	07/09/1980 6:55 AM
07/09/1980 7:00 AM	07/09/1980 7:02 AM
07/09/1980 7:05 AM	07/09/1980 7:08 AM
07/09/1980 7:15 AM	07/09/1980 7:19 AM
07/09/1980 7:17 AM	07/09/1980 7:17 AM
07/09/1980 7:25 AM	07/09/1980 7:25 AM
07/09/1980 8:00 AM	07/09/1980 8:00 AM
07/09/1980 8:00 AM	07/09/1980 8:19 AM
07/09/1980 8:10 AM	07/09/1980 8:11 AM
07/09/1980 8:15 AM	07/09/1980 8:25 AM
07/09/1980 8:30 AM	07/09/1980 10:04 AM
07/09/1980 9:00 AM	07/09/1980 9:21 AM
07/09/1980 9:30 AM	07/09/1980 9:30 AM
07/09/1980 9:35 AM	07/09/1980 9:38 AM
07/09/1980 10:00 AM	07/09/1980 10:00 AM
07/09/1980 10:03 AM	07/09/1980 10:04 AM
07/09/1980 10:20 AM	07/09/1980 10:20 AM
07/09/1980 10:35 AM	07/09/1980 10:35 AM
07/09/1980 10:52 AM	07/09/1980 10:54 AM
07/09/1980 11:00 AM	07/09/1980 11:09 AM
07/09/1980 11:00 AM	07/09/1980 11:10 AM
07/09/1980 11:02 AM	07/09/1980 11:02 AM
07/09/1980 11:20 AM	07/09/1980 11:20 AM
07/09/1980 11:33 AM	07/09/1980 11:33 AM
07/09/1980 11:35 AM	07/09/1980 11:35 AM
07/09/1980 12:00 PM	07/09/1980 12:00 PM
07/09/1980 12:03 PM	07/09/1980 12:03 PM
07/09/1980 12:05 PM	07/09/1980 12:05 PM
07/09/1980 12:30 PM	07/09/1980 12:30 PM
07/09/1980 12:35 PM	07/09/1980 12:35 PM
07/09/1980 1:00 PM	07/09/1980 1:01 PM
07/09/1980 1:03 PM	07/09/1980 1:12 PM
07/09/1980 1:20 PM	07/09/1980 1:20 PM
07/09/1980 2:00 PM	07/09/1980 2:03 PM
07/09/1980 2:00 PM	07/09/1980 2:00 PM
07/09/1980 2:02 PM	07/09/1980 2:15 PM
07/09/1980 2:11 PM	07/09/1980 2:11 PM
07/09/1980 2:15 PM	07/09/1980 2:15 PM
07/09/1980 2:20 PM	07/09/1980 2:20 PM
07/09/1980 2:44 PM	07/09/1980 2:44 PM
07/09/1980 3:00 PM	07/09/1980 3:00 PM
07/09/1980 3:00 PM	07/09/1980 3:03 PM
07/09/1980 3:05 PM	07/09/1980 3:05 PM
07/09/1980 3:15 PM	07/09/1980 3:18 PM
07/09/1980 3:15 PM	07/09/1980 3:16 PM
07/09/1980 3:30 PM	07/09/1980 3:41 PM
07/09/1980 3:35 PM	07/09/1980 3:41 PM
07/09/1980 3:40 PM	07/09/1980 3:40 PM
07/09/1980 4:00 PM	07/09/1980 4:08 PM
07/09/1980 4:00 PM	07/09/1980 4:07 PM
07/09/1980 4:03 PM	07/09/1980 4:03 PM
07/09/1980 4:05 PM	07/09/1980 4:05 PM
07/09/1980 4:40 PM	07/09/1980 4:42 PM
07/09/1980 4:42 PM	07/09/1980 4:42 PM
07/09/1980 5:00 PM	07/09/1980 5:00 PM
07/09/1980 5:00 PM	07/09/1980 5:03 PM
07/09/1980 5:10 PM	07/09/1980 5:10 PM
07/09/1980 5:39 PM	07/09/1980 5:39 PM
07/09/1980 5:42 PM	07/09/1980 6:49 PM
07/09/1980 5:47 PM	07/09/1980 5:48 PM
07/09/1980 6:00 PM	07/09/1980 6:00 PM
07/09/1980 6:00 PM	07/09/1980 6:16 PM
07/09/1980 6:25 PM	07/09/1980 6:25 PM
07/09/1980 6:35 PM	07/09/1980 6:35 PM
07/09/1980 6:45 PM	07/09/1980 7:27 PM
07/09/1980 6:45 PM	07/09/1980 6:47 PM
07/09/1980 7:00 PM	07/09/1980 7:00 PM
07/09/1980 7:00 PM	07/09/1980 7:40 PM
07/09/1980 7:15 PM	07/09/1980 7:15 PM
07/09/1980 7:40 PM	07/09/1980 7:40 PM
07/09/1980 7:50 PM	07/09/1980 7:55 PM
07/09/1980 8:00 PM	07/09/1980 8:03 PM
07/09/1980 8:55 PM	07/09/1980 8:55 PM
07/09/1980 9:05 PM	07/09/1980 9:15 PM
07/09/1980 9:10 PM	07/09/1980 9:13 PM
07/09/1980 10:05 PM	07/09/1980 10:05 PM
07/09/1980 10:45 PM	07/09/1980 10:45 PM
07/09/1980 11:15 PM	07/09/1980 11:15 PM
07/10/1980 2:40 AM	07/10/1980 2:40 AM
07/10/1980 3:00 AM	07/10/1980 3:00 AM
07/10/1980 4:40 AM	07/10/1980 4:40 AM
07/10/1980 5:30 AM	07/10/1980 5:30 AM
07/10/1980 6:00 AM	07/10/1980 6:01 AM
07/10/1980 6:05 AM	07/10/1980 6:05 AM
07/10/1980 6:10 AM	07/10/1980 6:52 AM
07/10/1980 6:20 AM	07/10/1980 6:21 AM
07/10/1980 6:45 AM	07/10/1980 6:45 AM
07/10/1980 6:55 AM	07/10/1980 7:04 AM
07/10/1980 7:00 AM	07/10/1980 7:02 AM
07/10/1980 7:05 AM	07/10/1980 7:05 AM
07/10/1980 7:15 AM	07/10/1980 7:15 AM
07/10/1980 7:17 AM	07/10/1980 7:17 AM
07/10/1980 7:25 AM	07/10/1980 7:25 AM
07/10/1980 8:00 AM	07/10/1980 8:00 AM
07/10/1980 8:00 AM	07/10/1980 8:01 AM
07/10/1980 8:10 AM	07/10/1980 8:11 AM
07/10/1980 8:15 AM	07/10/1980 8:24 AM
07/10/1980 8:30 AM	07/10/1980 8:31 AM
07/10/1980 9:00 AM	07/10/1980 9:56 AM
07/10/1980 9:30 AM	07/10/1980 9:30 AM
07/10/1980 9:35 AM	07/10/1980 9:36 AM
07/10/1980 10:00 AM	07/10/1980 10:09 AM
07/10/1980 10:03 AM	07/10/1980 10:03 AM
07/10/1980 10:20 AM	07/10/1980 10:20 AM
07/10/1980 10:35 AM	07/10/1980 10:36 AM
07/10/1980 10:52 AM	07/10/1980 10:57 AM
07/10/1980 11:00 AM	07/10/1980 11:06 AM
07/10/1980 11:00 AM	07/10/1980 11:01 AM
07/10/1980 11:02 AM	07/10/1980 11:02 AM
07/10/1980 11:20 AM	07/10/1980 11:20 AM
07/10/1980 11:33 AM	07/10/1980 12:10 PM
07/10/1980 11:35 AM	07/10/1980 11:35 AM
07/10/1980 12:00 PM	07/10/1980 12:00 PM
07/10/1980 12:03 PM	07/10/1980 12:03 PM
07/10/1980 12:05 PM	07/10/1980 12:06 PM
07/10/1980 12:30 PM	07/10/1980 12:30 PM
07/10/1980 12:35 PM	07/10/1980 1:08 PM
07/10/1980 1:00 PM	07/10/1980 1:26 PM
07/10/1980 1:03 PM	07/10/1980 1:04 PM
07/10/1980 1:09 PM	07/10/1980 1:09 PM
07/10/1980 1:20 PM	07/10/1980 1:20 PM
07/10/1980 2:00 PM	07/10/1980 2:07 PM
07/10/1980 2:00 PM	07/10/1980 2:00 PM
07/10/1980 2:02 PM	07/10/1980 2:11 PM
07/10/1980 2:11 PM	07/10/1980 2:11 PM
07/10/1980 2:15 PM	07/10/1980 2:15 PM
07/10/1980 2:20 PM	07/10/1980 2:20 PM
07/10/1980 2:44 PM	07/10/1980 2:44 PM
07/10/1980 3:00 PM	07/10/1980 3:00 PM
07/10/1980 3:00 PM	07/10/1980 3:12 PM
07/10/1980 3:05 PM	07/10/1980 3:05 PM
07/10/1980 3:15 PM	07/10/1980 3:15 PM
07/10/1980 3:15 PM	07/10/1980 3:21 PM
07/10/1980 3:30 PM	07/10/1980 3:37 PM
07/10/1980 3:35 PM	07/10/1980 3:44 PM
07/10/1980 3:40 PM	07/10/1980 3:51 PM
07/10/1980 4:00 PM	07/10/1980 6:04 PM
07/10/1980 4:00 PM	07/10/1980 4:18 PM
07/10/1980 4:03 PM	07/10/1980 4:03 PM
07/10/1980 4:05 PM	07/10/1980 4:07 PM
07/10/1980 4:40 PM	07/10/1980 4:40 PM
07/10/1980 4:42 PM	07/10/1980 4:45 PM
07/10/1980 5:00 PM	07/10/1980 6:18 PM
07/10/1980 5:00 PM	07/10/1980 5:00 PM
07/10/1980 5:10 PM	07/10/1980 5:10 PM
07/10/1980 5:39 PM	07/10/1980 5:39 PM
07/10/1980 5:42 PM	07/10/1980 6:35 PM
07/10/1980 5:47 PM	07/10/1980 5:47 PM
07/10/1980 6:00 PM	07/10/1980 6:00 PM
07/10/1980 6:00 PM	07/10/1980 6:07 PM
07/10/1980 6:25 PM	07/10/1980 7:13 PM
07/10/1980 6:35 PM	07/10/1980 6:39 PM
07/10/1980 6:45 PM	07/10/1980 6:45 PM
07/10/1980 6:45 PM	07/10/1980 6:45 PM
07/10/1980 7:00 PM	07/10/1980 7:18 PM
07/10/1980 7:00 PM	07/10/1980 7:10 PM
07/10/1980 7:15 PM	07/10/1980 7:15 PM
07/10/1980 7:40 PM	07/10/1980 7:58 PM
07/10/1980 7:50 PM	07/10/1980 7:50 PM
07/10/1980 8:00 PM	07/10/1980 8:08 PM
07/10/1980 8:55 PM	07/10/1980 8:55 PM
07/10/1980 8:57 PM	07/10/1980 8:57 PM
07/10/1980 9:05 PM	07/10/1980 10:53 PM
07/10/1980 9:10 PM	07/10/1980 9:12 PM
07/10/1980 10:05 PM	07/10/1980 10:22 PM
07/10/1980 10:45 PM	07/10/1980 10:45 PM
07/10/1980 11:15 PM	07/10/1980 11:16 PM
07/11/1980 2:40 AM	07/11/1980 2:40 AM
07/11/1980 3:00 AM	07/11/1980 3:19 AM
07/11/1980 5:45 AM	07/11/1980 5:45 AM
07/11/1980 6:05 AM	07/11/1980 6:13 AM
07/11/1980 6:45 AM	07/11/1980 6:45 AM
07/11/1980 7:00 AM	07/11/1980 7:00 AM
07/11/1980 7:00 AM	07/11/1980 7:00 AM
07/11/1980 7:05 AM	07/11/1980 7:05 AM
07/11/1980 7:15 AM	07/11/1980 7:15 AM
07/11/1980 8:00 AM	07/11/1980 8:00 AM
07/11/1980 8:03 AM	07/11/1980 8:04 AM
07/11/1980 8:05 AM	07/11/1980 8:06 AM
07/11/1980 8:15 AM	07/11/1980 8:15 AM
07/11/1980 9:00 AM	07/11/1980 9:05 AM
07/11/1980 9:05 AM	07/11/1980 9:06 AM
07/11/1980 9:09 AM	07/11/1980 9:15 AM
07/11/1980 10:00 AM	07/11/1980 10:11 AM
07/11/1980 10:00 AM	07/11/1980 10:00 AM
07/11/1980 10:05 AM	07/11/1980 10:11 AM
07/11/1980 10:20 AM	07/11/1980 10:20 AM
07/11/1980 10:52 AM	07/11/1980 10:53 AM
07/11/1980 11:02 AM	07/11/1980 11:08 AM
07/11/1980 11:05 AM	07/11/1980 11:09 AM
07/11/1980 11:20 AM	07/11/1980 11:20 AM
07/11/1980 11:30 AM	07/11/1980 11:30 AM
07/11/1980 12:00 PM	07/11/1980 12:00 PM
07/11/1980 12:03 PM	07/11/1980 12:11 PM
07/11/1980 12:05 PM	07/11/1980 12:05 PM
07/11/1980 1:00 PM	07/11/1980 1:01 PM
07/11/1980 1:05 PM	07/11/1980 1:05 PM
07/11/1980 1:17 PM	07/11/1980 1:19 PM
07/11/1980 1:20 PM	07/11/1980 1:20 PM
07/11/1980 2:00 PM	07/11/1980 2:17 PM
07/11/1980 2:05 PM	07/11/1980 2:15 PM
07/11/1980 2:15 PM	07/11/1980 2:16 PM
07/11/1980 3:00 PM	07/11/1980 3:23 PM
07/11/1980 3:00 PM	07/11/1980 3:28 PM
07/11/1980 3:04 PM	07/11/1980 3:04 PM
07/11/1980 3:13 PM	07/11/1980 3:14 PM
07/11/1980 3:15 PM	07/11/1980 3:15 PM
07/11/1980 3:15 PM	07/11/1980 3:25 PM
07/11/1980 3:40 PM	07/11/1980 3:51 PM
07/11/1980 4:05 PM	07/11/1980 4:05 PM
07/11/1980 4:30 PM	07/11/1980 4:30 PM
07/11/1980 5:00 PM	07/11/1980 5:00 PM
07/11/1980 5:05 PM	07/11/1980 5:05 PM
07/11/1980 5:15 PM	07/11/1980 5:15 PM
07/11/1980 5:17 PM	07/11/1980 5:18 PM
07/11/1980 6:05 PM	07/11/1980 6:06 PM
07/11/1980 7:00 PM	07/11/1980 7:03 PM
07/11/1980 7:01 PM	07/11/1980 7:03 PM
07/11/1980 7:15 PM	07/11/1980 7:15 PM
07/11/1980 7:53 PM	07/11/1980 7:55 PM
07/11/1980 8:00 PM	07/11/1980 8:00 PM
07/11/1980 8:01 PM	07/11/1980 8:01 PM
07/11/1980 9:05 PM	07/11/1980 9:05 PM
07/11/1980 9:15 PM	07/11/1980 9:20 PM
07/11/1980 11:05 PM	07/11/1980 11:22 PM
07/11/1980 11:35 PM	07/11/1980 11:45 PM
07/12/1980 2:40 AM	07/12/1980 2:40 AM
07/12/1980 3:00 AM	07/12/1980 3:00 AM
07/12/1980 6:05 AM	07/12/1980 6:05 AM
07/12/1980 6:45 AM	07/12/1980 6:46 AM
07/12/1980 6:55 AM	07/12/1980 6:56 AM
07/12/1980 7:00 AM	07/12/1980 7:00 AM
07/12/1980 7:00 AM	07/12/1980 7:00 AM
07/12/1980 7:05 AM	07/12/1980 7:05 AM
07/12/1980 7:15 AM	07/12/1980 7:15 AM
07/12/1980 8:05 AM	07/12/1980 8:07 AM
07/12/1980 8:15 AM	07/12/1980 8:16 AM
07/12/1980 9:00 AM	07/12/1980 9:02 AM
07/12/1980 9:00 AM	07/12/1980 9:01 AM
07/12/1980 9:05 AM	07/12/1980 9:05 AM
07/12/1980 9:09 AM	07/12/1980 9:09 AM
07/12/1980 10:00 AM	07/12/1980 10:15 AM
07/12/1980 10:05 AM	07/12/1980 10:11 AM
07/12/1980 10:20 AM	07/12/1980 10:20 AM
07/12/1980 10:52 AM	07/12/1980 10:52 AM
07/12/1980 11:00 AM	07/12/1980 11:00 AM
07/12/1980 11:02 AM	07/12/1980 11:02 AM
07/12/1980 11:05 AM	07/12/1980 11:52 AM
07/12/1980 11:20 AM	07/12/1980 11:20 AM
07/12/1980 11:30 AM	07/12/1980 11:31 AM
07/12/1980 12:00 PM	07/12/1980 12:00 PM
07/12/1980 12:03 PM	07/12/1980 12:32 PM
07/12/1980 12:06 PM	07/12/1980 12:06 PM
07/12/1980 12:55 PM	07/12/1980 12:55 PM
07/12/1980 1:00 PM	07/12/1980 1:02 PM
07/12/1980 1:05 PM	07/12/1980 1:06 PM
07/12/1980 1:17 PM	07/12/1980 1:18 PM
07/12/1980 1:20 PM	07/12/1980 1:20 PM
07/12/1980 2:03 PM	07/12/1980 2:04 PM
07/12/1980 2:05 PM	07/12/1980 2:14 PM
07/12/1980 2:15 PM	07/12/1980 2:20 PM
07/12/1980 3:00 PM	07/12/1980 3:13 PM
07/12/1980 3:00 PM	07/12/1980 3:09 PM
07/12/1980 3:04 PM	07/12/1980 3:04 PM
07/12/1980 3:13 PM	07/12/1980 3:15 PM
07/12/1980 3:15 PM	07/12/1980 3:15 PM
07/12/1980 3:15 PM	07/12/1980 5:38 PM
07/12/1980 3:40 PM	07/12/1980 4:02 PM
07/12/1980 4:00 PM	07/12/1980 4:02 PM
07/12/1980 4:03 PM	07/12/1980 4:04 PM
07/12/1980 4:05 PM	07/12/1980 4:25 PM
07/12/1980 4:30 PM	07/12/1980 4:30 PM
07/12/1980 5:00 PM	07/12/1980 5:48 PM
07/12/1980 5:00 PM	07/12/1980 5:15 PM
07/12/1980 5:05 PM	07/12/1980 5:06 PM
07/12/1980 5:15 PM	07/12/1980 5:15 PM
07/12/1980 5:17 PM	07/12/1980 5:25 PM
07/12/1980 6:00 PM	07/12/1980 6:00 PM
07/12/1980 6:03 PM	07/12/1980 6:08 PM
07/12/1980 6:05 PM	07/12/1980 6:07 PM
07/12/1980 7:00 PM	07/12/1980 7:04 PM
07/12/1980 7:01 PM	07/12/1980 7:02 PM
07/12/1980 7:03 PM	07/12/1980 7:03 PM
07/12/1980 7:15 PM	07/12/1980 7:15 PM
07/12/1980 7:30 PM	07/12/1980 7:31 PM
07/12/1980 7:53 PM	07/12/1980 7:57 PM
07/12/1980 8:00 PM	07/12/1980 8:00 PM
07/12/1980 8:01 PM	07/12/1980 8:01 PM
07/12/1980 9:00 PM	07/12/1980 9:00 PM
07/12/1980 9:05 PM	07/12/1980 9:05 PM
07/12/1980 9:15 PM	07/12/1980 9:15 PM
07/12/1980 10:05 PM	07/12/1980 10:15 PM
07/12/1980 11:05 PM	07/13/1980 12:30 AM
07/12/1980 11:35 PM	07/12/1980 11:39 PM
07/12/1980 11:58 PM	07/12/1980 11:58 PM
07/13/1980 2:40 AM	07/13/1980 2:41 AM
07/13/1980 3:00 AM	07/13/1980 3:00 AM
07/13/1980 4:40 AM	07/13/1980 4:40 AM
07/13/1980 5:30 AM	07/13/1980 5:30 AM
07/13/1980 6:00 AM	07/13/1980 6:01 AM
07/13/1980 6:05 AM	07/13/1980 6:06 AM
07/13/1980 6:10 AM	07/13/1980 6:11 AM
07/13/1980 6:20 AM	07/13/1980 6:21 AM
07/13/1980 6:55 AM	07/13/1980 6:55 AM
07/13/1980 7:00 AM	07/13/1980 7:00 AM
07/13/1980 7:05 AM	07/13/1980 7:05 AM
07/13/1980 7:15 AM	07/13/1980 7:15 AM
07/13/1980 7:17 AM	07/13/1980 7:17 AM
07/13/1980 7:25 AM	07/13/1980 7:25 AM
07/13/1980 8:00 AM	07/13/1980 8:00 AM
07/13/1980 8:00 AM	07/13/1980 8:00 AM
07/13/1980 8:10 AM	07/13/1980 8:11 AM
07/13/1980 8:15 AM	07/13/1980 8:22 AM
07/13/1980 8:30 AM	07/13/1980 9:01 AM
07/13/1980 9:00 AM	07/13/1980 9:00 AM
07/13/1980 9:30 AM	07/13/1980 9:30 AM
07/13/1980 9:35 AM	07/13/1980 9:46 AM
07/13/1980 10:00 AM	07/13/1980 10:01 AM
07/13/1980 10:03 AM	07/13/1980 10:03 AM
07/13/1980 10:20 AM	07/13/1980 10:20 AM
07/13/1980 10:35 AM	07/13/1980 10:46 AM
07/13/1980 10:52 AM	07/13/1980 10:53 AM
07/13/1980 11:00 AM	07/13/1980 11:09 AM
07/13/1980 11:00 AM	07/13/1980 11:00 AM
07/13/1980 11:02 AM	07/13/1980 11:05 AM
07/13/1980 11:20 AM	07/13/1980 11:22 AM
07/13/1980 11:33 AM	07/13/1980 11:33 AM
07/13/1980 11:35 AM	07/13/1980 11:35 AM
07/13/1980 12:00 PM	07/13/1980 12:00 PM
07/13/1980 12:03 PM	07/13/1980 12:50 PM
07/13/1980 12:05 PM	07/13/1980 12:05 PM
07/13/1980 12:30 PM	07/13/1980 12:34 PM
07/13/1980 12:35 PM	07/13/1980 12:35 PM
07/13/1980 1:00 PM	07/13/1980 1:00 PM
07/13/1980 1:03 PM	07/13/1980 1:04 PM
07/13/1980 1:20 PM	07/13/1980 1:20 PM
07/13/1980 2:00 PM	07/13/1980 2:01 PM
07/13/1980 2:00 PM	07/13/1980 2:00 PM
07/13/1980 2:02 PM	07/13/1980 2:25 PM
07/13/1980 2:11 PM	07/13/1980 2:11 PM
07/13/1980 2:15 PM	07/13/1980 2:16 PM
07/13/1980 2:20 PM	07/13/1980 2:20 PM
07/13/1980 2:44 PM	07/13/1980 2:47 PM
07/13/1980 3:00 PM	07/13/1980 3:11 PM
07/13/1980 3:00 PM	07/13/1980 3:08 PM
07/13/1980 3:05 PM	07/13/1980 3:05 PM
07/13/1980 3:15 PM	07/13/1980 3:55 PM
07/13/1980 3:15 PM	07/13/1980 3:21 PM
07/13/1980 3:30 PM	07/13/1980 3:32 PM
07/13/1980 3:35 PM	07/13/1980 3:45 PM
07/13/1980 3:40 PM	07/13/1980 3:46 PM
07/13/1980 4:00 PM	07/13/1980 4:02 PM
07/13/1980 4:00 PM	07/13/1980 4:00 PM
07/13/1980 4:03 PM	07/13/1980 4:03 PM
07/13/1980 4:05 PM	07/13/1980 4:06 PM
07/13/1980 4:40 PM	07/13/1980 4:40 PM
07/13/1980 4:42 PM	07/13/1980 4:44 PM
07/13/1980 5:00 PM	07/13/1980 5:07 PM
07/13/1980 5:00 PM	07/13/1980 5:00 PM
07/13/1980 5:10 PM	07/13/1980 5:10 PM
07/13/1980 5:39 PM	07/13/1980 5:42 PM
07/13/1980 5:42 PM	07/13/1980 5:43 PM
07/13/1980 5:47 PM	07/13/1980 5:47 PM
07/13/1980 6:00 PM	07/13/1980 6:01 PM
07/13/1980 6:00 PM	07/13/1980 6:00 PM
07/13/1980 6:25 PM	07/13/1980 6:25 PM
07/13/1980 6:35 PM	07/13/1980 6:35 PM
07/13/1980 6:45 PM	07/13/1980 6:45 PM
07/13/1980 6:45 PM	07/13/1980 6:45 PM
07/13/1980 7:00 PM	07/13/1980 7:00 PM
07/13/1980 7:00 PM	07/13/1980 7:08 PM
07/13/1980 7:15 PM	07/13/1980 7:15 PM
